snapshot_date,provider,is_brand,major,course_id,title,weiterbildungsart,keyword_count,best_rank,best_page,keywords,description
2026-08-30,A-Leecon GmbH,0,1,10393694404,Kanban und Contenterstellung mit KI,BERUFLICHE_QUALIFIZIERUNG,1,1,1,Contenterstellung mit KI (#1),"Zielsetzung des Kurses Diese Weiterbildungsmaßnahme vermittelt Kenntnisse und Methoden zur visuellen Darstellung, Steuerung und kontinuierlichen Verbesserung von Arbeitsprozessen mittels Kanban sowie zur Erstellung von Marketinginhalten unter Einsatz von Künstlicher Intelligenz (KI). Die Kurse bereiten auf die Anwendung von Kanban in unterschiedlichen Projektumgebungen und auf die Nutzung von KI-Werkzeugen zur Effizienzsteigerung in der Content-Produktion vor. Inhalte Der Kurs Kanban vermittelt Grundlagen zur visuellen Prozessdarstellung, zum Einsatz von Kanban-Boards und zur Priorisierung von Aufgaben. Themen sind die Reduzierung von Engpässen und die Anwendung von Kanban in verschiedenen Projektkontexten. Der Kurs Marketing: Contenterstellung mit KI behandelt die Grundlagen und Chancen der KI-gestützten Content-Produktion. Inhalte umfassen die Themenfindung, Zielgruppenanalyse und die Entwicklung von Content-Strategien. Ferner werden Techniken zur Text-, Bild- und Multimedia-Generierung mittels KI sowie zur Erstellung von Redaktionsplänen und zur SEO-Optimierung vermittelt. Die Distribution und Erfolgsmessung von KI-generierten Inhalten runden das Themenspektrum ab. Lernziele Anwenden von Kanban zur visuellen Darstellung und Steuerung von Arbeitsprozessen. Identifizieren und Reduzieren von Engpässen in Projekten. Erstellen von Marketinginhalten unter Nutzung von KI-Werkzeugen. Entwickeln von Content-Strategien und Redaktionsplänen mit KI-Unterstützung. Anwenden von KI zur O"
2026-08-30,A-Leecon GmbH,0,1,10393792248,Kampagnenerstellung mit KI und Master,BERUFLICHE_QUALIFIZIERUNG,1,1,1,Kampagnenerstellung mit KI (#1),"Zielsetzung Die Weiterbildungsmaßnahme vermittelt Kenntnisse zur Konzeption, Steuerung und Messung von Marketingkampagnen unter Einbeziehung von Künstlicher Intelligenz (KI). Sie behandelt die Grundlagen und fortgeschrittenen Anwendungen von KI-Technologien zur Optimierung von Marketingprozessen und zur Entwicklung von KI-gestützten Strategien. Inhalte Die Maßnahme gliedert sich in zwei Hauptbereiche: **Marketing: Kampagnenerstellung mit KI** * Grundlagen der Kampagnenerstellung von der strategischen Planung bis zur operativen Umsetzung. * Definition von Kampagnenzielen und Auswahl geeigneter Kampagnentypen. * Analyse und Ansprache von Zielgruppen sowie Entwicklung von Kernbotschaften. * Auswahl von Kanälen und Touchpoints zur effektiven Kampagnenplatzierung. * Gestaltung der Customer Journey und des Kampagnenablaufs. * Erstellung von Kampagnen-Assets und Werbemitteln. * Einrichtung und Management von Kampagnen. * Automatisierung von Prozessen zur Effizienzsteigerung. * Analyse der Kampagnenperformance und Ableitung von Erkenntnissen. * Erstellung von Reportings und Präsentation von Ergebnissen. * Anwendung von KI zur Skalierung und Automatisierung zukünftiger Kampagnen. **KI Master** * Einführung in das Themenfeld Künstliche Intelligenz und den KI Master. * Grundlagen des klassischen Maschinellen Lernens. * Einführung in neuronale Netze und Deep Learning. * Grundlagen und Funktionsweise generativer KI. * Auswahl geeigneter KI-Technologien für spezifische Anwendungsfälle. * E"
2026-08-30,A-Leecon GmbH,0,1,10393688693,Kanban und KI im Arbeitsalltag,BERUFLICHE_QUALIFIZIERUNG,1,1,1,KI im Arbeitsalltag (#1),"Zielsetzung Die Weiterbildungsmaßnahme vermittelt Kenntnisse und Methoden zur visuellen Darstellung, Steuerung und kontinuierlichen Verbesserung von Arbeitsprozessen mittels Kanban sowie zur Integration von Künstlicher Intelligenz (KI) in den Arbeitsalltag. Inhalte **Kanban:** * Grundlagen und Prinzipien von Kanban * Anwendung von Kanban-Boards zur Visualisierung von Arbeitsabläufen * Priorisierung von Aufgaben und Reduzierung von Engpässen * Einsatz von Trello und weiteren Kanban-Tools * Kombination von Kanban mit anderen agilen Methoden * Messung der Performance mittels Kanban-Metriken * Teamarbeit und Kommunikation im Kanban-Kontext * Integration von Kanban in bestehende Prozessstrukturen **KI im Arbeitsalltag:** * Einführung in die Anwendung von KI im beruflichen Umfeld * Grundlagen der Künstlichen Intelligenz * Technologische Konzepte und Architekturen für KI-Anwendungen * Datenmanagement und die Bedeutung von Datenqualität für KI * Rechtliche Rahmenbedingungen, einschließlich des AI Acts * Anwendungsbereiche von KI im Arbeitsalltag * Überblick über KI-Tools und Softwarelösungen * Unterstützung des Projektmanagements durch KI * Veränderungsprozesse und organisatorischer Wandel durch KI * Strategien zur Implementierung von KI-Projekten * Risiken, Herausforderungen und ethische Aspekte im Umgang mit KI * Zukunftstrends und Weiterentwicklung im Bereich KI Lernziele Anwendung von Kanban zur Prozessvisualisierung und -steuerung. Identifikation und Beseitigung von Engpässen in"
2026-08-30,A-Leecon GmbH,0,1,10389253918,Künstliche Intelligenz Weiterbildung (KI),BERUFLICHE_QUALIFIZIERUNG,5,1,1,Künstliche Intelligenz Weiterbildung (#1); KI Weiterbildung (#6); Weiterbildung KI (#6); Künstliche Intelligenz (#19); KI Manager Weiterbildung (#20),"Zielsetzung Die Weiterbildungsmaßnahme vermittelt Kenntnisse in der Programmierung mit Künstlicher Intelligenz (KI) sowie grundlegende Programmierkenntnisse für Projektmanager. Ziel ist die Befähigung zur eigenständigen Entwicklung intelligenter Programme unter Nutzung moderner KI-Technologien und die Schließung der Lücke zwischen Projektmanagement und Programmierung. Inhalte Die Inhalte umfassen eine Einführung in die Softwareentwicklung, sowohl allgemein als auch im Kontext von KI. Es wird ein Überblick über Künstliche Intelligenz, verschiedene Integrierte Entwicklungsumgebungen (IDEs) wie VS Code, Cursor und Replit sowie die Nutzung von KI-Tools wie ChatGPT und Claude für Programmieraufgaben gegeben. Grundlegende Programmierkonzepte, Versionskontrolle mit Git und GitHub sowie die Programmierung mit JavaScript werden behandelt. Ein Schwerpunkt liegt auf der Entwicklung von Fullstack-Webanwendungen, einschließlich moderner Webentwicklungskonzepte mit HTML und CSS, responsives Webdesign, die Nutzung von APIs und Datenbanken sowie Authentifizierung. Die Rolle verschiedener Programmiersprachen und die Planung von Coding-Projekten werden thematisiert. Weiterhin werden fortgeschrittene Themen wie die Analyse und Optimierung von Code, Sicherheit im Web und beim Programmieren sowie Best Practices im Coding-Alltag mit KI-Einsatz behandelt. Das Deployment von Anwendungen wird ebenfalls erläutert. Für Projektmanager werden spezifische Inhalte zu Softwareentwicklungsprozessen und -meth"
2026-08-30,A-Leecon GmbH,0,1,10393708746,KI-Beratung und Texterstellung,BERUFLICHE_QUALIFIZIERUNG,1,1,1,Texterstellung mit KI (#1),"KI Consultant (v2.0) & Marketing: Texterstellung mit KI Zielsetzung Die Weiterbildungsmaßnahme vermittelt Kenntnisse und Fähigkeiten zur strategischen Implementierung von Künstlicher Intelligenz (KI) in Unternehmen sowie zur Erstellung von Marketingtexten mithilfe von KI-Werkzeugen. Sie richtet sich an Personen, die KI-Potenziale identifizieren, KI-Projekte konzipieren und umsetzen sowie die Texterstellung im Marketing durch KI-Anwendungen optimieren möchten. Inhalte Der Kurs ""KI Consultant (v2.0)"" behandelt die Grundlagen des KI-Consultings, die Analyse der Unternehmens-KI-Readyness und die Identifikation von KI-Potenzialen. Weiterhin werden die Konzeption von KI-Pilotprojekten, Datenstrategien und die notwendige Infrastruktur für KI-Anwendungen thematisiert. Aspekte des Change Managements, der Schulung von Mitarbeitenden sowie der Erfolgsmessung und Skalierung von KI-Lösungen werden erläutert. Exkurse behandeln spezifische Werkzeuge und Plattformen wie Flowise, API-Integrationen, Azure-basierte KI-Anwendungen und self-hosted interne KI-Anwendungen. Die Vorbereitung einer Managementpräsentation und die Sammlung nützlicher Ressourcen runden diesen Teil ab. Ein Exkurs beleuchtet die Chancen, Grenzen und Erfolgsfaktoren von KI in deutschen Unternehmen (Stand 09.2025). Der Kurs ""Marketing: Texterstellung mit KI"" konzentriert sich auf den Einsatz von KI zur Textproduktion im Marketing. Vermittelt werden Grundlagen und Nutzen von KI-generierten Texten, die Strukturierung von Texte"
2026-08-30,A-Leecon GmbH,0,1,10393652389,"KI im Projektmanagement, EU AI Act Compliance und datengesteuerte Marketingkampagnen",BERUFLICHE_QUALIFIZIERUNG,5,2,1,Marketingkampagnen mit AI (#2); Kampagnenerstellung mit KI (#23); AI Marketing (#347); Marketing mit AI (#347); AI-Manager (#497),"Zielsetzung Diese Weiterbildungsmaßnahme vermittelt umfassende Kenntnisse und praktische Fähigkeiten im Bereich Künstliche Intelligenz (KI) für Projektmanager:innen, die Entwicklung von KI-Strategien im Einklang mit regulatorischen Vorgaben und die Erstellung von Marketingkampagnen unter Einsatz von KI. Die Kurse fokussieren auf die Anwendung von KI zur Effizienzsteigerung in Projekten, die Navigation durch die regulatorische Landschaft des EU AI Acts und die Konzeption und Umsetzung von datengesteuerten Marketingkampagnen. Inhalte Die Weiterbildung gliedert sich in drei Kernbereiche: KI für Projektmanager:innen* Grundlagen der Künstlichen Intelligenz und deren Anwendungsfelder im Projektmanagement. Einsatz von Foundation Models und Open-Source-KI-Tools. Integration von KI-Werkzeugen in den Projektalltag. Methoden zur Implementierung und Evaluation von KI-Projekten. Ethische, datenschutzrechtliche und rechtliche Rahmenbedingungen für KI. Entwicklung von Soft Skills für die Führung und Kommunikation in KI-Projekten sowie für Veränderungsmanagement. Praktische Anwendung von KI-Tools wie ChatGPT und rechtliche Aspekte der KI-Nutzung. EU AI Act Zertifikat* Einführung in den EU AI Act, seine Kernkonzepte und den Anwendungsbereich. Definitionen, Risikoklassifizierung von KI-Systemen und spezifische Anforderungen an Hochrisiko-KI-Systeme. Prozesse der Konformitätsbewertung und Zertifizierung. Umgang mit Dokumentation, Überwachung, Sanktionen und Haftungsfragen. Mechanismen der Markt"
2026-08-30,A-Leecon GmbH,0,1,10393782920,KI Officer und Contenterstellung,BERUFLICHE_QUALIFIZIERUNG,1,2,1,Contenterstellung mit KI (#2),"KI Officer und Marketing: Contenterstellung mit KI Zielsetzung Diese Weiterbildung vermittelt umfassende Kenntnisse im strategischen Management von Künstlicher Intelligenz (KI) sowie in der Anwendung von KI-Werkzeugen zur Contenterstellung im Marketing. Die Teilnehmenden werden befähigt, KI als strategisches Werkzeug einzusetzen, Chancen zu erkennen und die digitale Transformation aktiv zu gestalten. Der Fokus liegt auf der praktischen Anwendung von KI in der Content-Produktion, von der Ideenfindung bis zur Distribution und Erfolgsmessung. Inhalte Die Weiterbildung gliedert sich in zwei Hauptbereiche: KI Officer* Grundlagen der Rolle des KI Officers Überblick über den EU KI Act und relevante Gesetzgebungen Ethische Leitlinien und Verantwortung in der KI-Entwicklung Risikomanagement und Compliance für KI-Anwendungen Datenschutz und Datensicherheit in KI-Systemen Prinzipien der Transparenz und Nachvollziehbarkeit von KI-Modellen Implementierung von Audit- und Zertifizierungsprozessen Anwendungsfälle und praxisbezogene Best Practices Dokumentation und Berichterstattung in KI-Projekten Stakeholder-Management und Kommunikation im KI-Umfeld Schulungs- und Sensibilisierungsprogramme für KI Change Management und Implementierungsstrategien Bewertung von KI-Systemen mittels Metriken und Performance-Analyse Zukunftsperspektiven und kontinuierliche Weiterentwicklung im KI-Management Bedeutung von kritischem Denken im KI-Management Werkzeuge für kritisches Denken im KI-Kontext Marketing: "
2026-08-30,A-Leecon GmbH,0,1,10393759965,"KI im Projektmanagement: Prompt Engineering, KI-Strategie und Beratung",BERUFLICHE_QUALIFIZIERUNG,3,2,1,KI Prompt Engineering (#2); Einführung ins Prompt Engineering (#47); KI Strategie (#53),"KI für Projektmanager:innen, KI-Management: Prompt Engineering, KI Consultant (v2.0) Zielsetzung des Kurses Diese Weiterbildungsmaßnahme vermittelt umfassende Kenntnisse und Fähigkeiten im Bereich Künstliche Intelligenz (KI) mit besonderem Fokus auf Projektmanagement, strategisches KI-Management und beratende Tätigkeiten im KI-Umfeld. Die Inhalte sind darauf ausgerichtet, Projektmanager:innen und Fachkräfte zu befähigen, KI-Technologien zur Optimierung von Projekten und Geschäftsprozessen einzusetzen. Inhalte Die Weiterbildung gliedert sich in drei thematische Schwerpunkte: KI für Projektmanager:innen*: Einführung in Künstliche Intelligenz und deren Anwendungsbereiche im Projektmanagement. Vertiefung in Foundation Models und Open-Source KI-Tools. Praktische Anwendung von KI im Projektalltag, inklusive Implementierungsstrategien. Auseinandersetzung mit ethischen, datenschutzrechtlichen und rechtlichen Rahmenbedingungen für KI-Projekte. Entwicklung von Soft Skills für die Führung und Kommunikation in KI-Projekten sowie für Veränderungsmanagement. Evaluation von KI-Lösungen. Exkurse zu spezifischen Themen wie Projektmanagement, Arbeiten mit ChatGPT und rechtliche Rahmenbedingungen für KI. KI-Management: Prompt Engineering*: Grundlagen der Künstlichen Intelligenz und von Sprachmodellen. Einführung in KI-Management und die Prinzipien des Prompt Engineering. Techniken zur Erstellung effektiver Prompts, inklusive Zieldefinition, Aufgabenstellung, Kontextualisierung und Detaillierung"
2026-08-30,A-Leecon GmbH,0,1,10393709273,"Outlook-Kalender, Bestell-Workflows und E-Mail-Postfach-Pflege mit KI-Automatisierung - Bürokauffrau-Spezialisierung",BERUFLICHE_QUALIFIZIERUNG,1,2,1,E-Mail Automatisierung mit KI (#2),"KI für Projektmanager:innen und agile Methoden Zielsetzung Diese Weiterbildungsmaßnahme richtet sich an alle Interessierten, die ihre beruflichen Kenntnisse erweitern möchten. Die Praxisbeispiele und Übungsaufgaben sind so gewählt, dass sie besonders gut auf den Berufsalltag von Bürokauffrau übertragbar sind; die Teilnahme steht ausdrücklich allen offen, unabhängig von der aktuellen beruflichen Tätigkeit. Vermittelt werden Methoden, Werkzeuge und Inhalte, die in unterschiedlichen Tätigkeitsfeldern eingesetzt werden können. Praxisbezug für Bürokauffrau Die folgenden typischen Aufgaben aus dem Berufsalltag von Bürokauffrau dienen als Beispiele in den Übungen; sie können in der Veranstaltung auf andere Tätigkeitsfelder übertragen werden: E-Mail-Postfach-Pflege Outlook-Kalender Dokument-Vorlagen Reisekosten-Abrechnung Bestell-Workflows Inhalte Die Weiterbildung gliedert sich in drei Hauptbereiche: KI für Projektmanager:innen* Die Inhalte umfassen eine Einführung in Künstliche Intelligenz, deren spezifische Anwendungen im Projektmanagement sowie die Nutzung von Foundation Models und Open-Source-KI-Tools. Weiterhin werden die Implementierung von KI-Projekten, ethische, datenschutzrechtliche und rechtliche Rahmenbedingungen sowie die Evaluation von KI-Lösungen behandelt. Der Kurs widmet sich zudem Soft Skills für KI-Projekte, wie Kommunikation, Führung und Veränderungsmanagement, und schließt mit einer Abschlussaufgabe und Ressourcensammlung ab. Ein Exkurs zum Projektmanagement und "
2026-08-30,A-Leecon GmbH,0,1,10387475418,Marketing Kampagnenerstellung mit KI,BERUFLICHE_QUALIFIZIERUNG,3,2,1,Kampagnenerstellung mit KI (#2); KI Marketing (#79); Marketing Kampagnen (#177),"Die Weiterbildung Marketing Kampagnenerstellung mit KI vermittelt die Kompetenzen zur Entwicklung und Steuerung von Marketingkampagnen. Die Teilnehmenden lernen, Kampagnen zielgerichtet zu planen, umzusetzen und deren Erfolg zu messen. Diese Qualifikation richtet sich an Fachkräfte im Marketing, die ihre Fähigkeiten im Kampagnenmanagement erweitern und die Potenziale von Künstlicher Intelligenz nutzen möchten. Die Marketing Kampagnenerstellung mit KI-Weiterbildung vertieft die fachlichen Kompetenzen praxisnah. Inhaltlich werden die Grundlagen der Kampagnenerstellung von der strategischen Planung bis zur operativen Umsetzung behandelt. Die Teilnehmenden erarbeiten sich Kenntnisse zu Kampagnenzielen, Zielgruppenansprache und der Formulierung von Kernbotschaften. Der Kurs thematisiert die Auswahl und den Einsatz von Kanälen sowie die Gestaltung von Customer Journeys. Ein weiterer Schwerpunkt liegt auf der Erstellung von Kampagnen-Assets und Werbemitteln. Die Automatisierung von Prozessen und die Messung der Kampagnenperformance werden ebenso beleuchtet wie die Präsentation von Ergebnissen. Die KI-Lernumgebung Leeon begleitet die Teilnehmenden durchgehend und sichert den Transfer in eine KI-getriebene Arbeitspraxis. Analyse von Kampagnenzielen und Zielgruppen Entwicklung von Kampagnenstrategien Konzeption von Botschaften und kreativen Elementen Auswahl und Einsatz geeigneter Kanäle Gestaltung der Customer Journey Erstellung von Kampagnen-Assets Planung und Steuerung von Kampagnen"
